function,offset,target addr,instruction,type
proc_get_long.constprop.0,0xae,ctx->rbp - 0x54,"MOV dword ptr [RBP + -0x54],0x0",write stack
proc_get_long.constprop.0,0xb5,0xffffffff816079b0,CALL 0xffffffff816079b0,direct call
proc_get_long.constprop.0,0xba,ctx->esi,"MOV ESI,dword ptr [RBP + -0x54]",write other [TODO]
proc_get_long.constprop.0,0xc7,0xffffffff81607ab0,CALL 0xffffffff81607ab0,direct call
proc_get_long.constprop.0,0xdf,ctx->r15,"MOV qword ptr [R15],RAX",write other [TODO]
proc_get_long.constprop.0,0x103,ctx->rbp - 0x69,"MOV byte ptr [RBP + -0x69],SIL",write stack
proc_get_long.constprop.0,0x107,0xffffffff81c7fcb0,CALL 0xffffffff81c7fcb0,direct call
proc_get_long.constprop.0,0x124,ctx->rax,"MOV byte ptr [RAX],CL",write other [TODO]
proc_get_long.constprop.0,0x150,,RET,ret
proc_get_long.constprop.0,0x158,ctx->rbp - 0x46,"MOV qword ptr [RBP + -0x46],RDX",write stack
proc_get_long.constprop.0,0x163,ctx->r14 + ctx->rdx * 0x1 - 0x8,"MOV qword ptr [R14 + RDX*0x1 + -0x8],RSI",write other [TODO]
proc_get_long.constprop.0,0x18e,ctx->r11 + ctx->r8 * 0x1,"MOV qword ptr [R11 + R8*0x1],R9",write other [TODO]
proc_get_long.constprop.0,0x1aa,ctx->rbp - 0x46,"MOV dword ptr [RBP + -0x46],EDX",write stack
proc_get_long.constprop.0,0x1b3,ctx->r14 + ctx->rdx * 0x1 - 0x4,"MOV dword ptr [R14 + RDX*0x1 + -0x4],ESI",write other [TODO]
proc_get_long.constprop.0,0x1ce,ctx->wordctx->ptrctx->r14 + ctx->rdx * 0x1 - 0x2,"MOV word ptr [R14 + RDX*0x1 + -0x2],SI",write other [TODO]
proc_get_long.constprop.0,0x1d9,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
do_proc_dointvec_userhz_jiffies_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_userhz_jiffies_conv,0x3e,0xffffffff8114ff90,CALL 0xffffffff8114ff90,direct call
do_proc_dointvec_userhz_jiffies_conv,0x43,ctx->r12,"MOV dword ptr [R12],EAX",write other [TODO]
do_proc_dointvec_userhz_jiffies_conv,0x4d,,RET,ret
do_proc_dointvec_userhz_jiffies_conv,0x57,ctx->r8,"MOV byte ptr [R8],DL",write other [TODO]
do_proc_dointvec_userhz_jiffies_conv,0x5a,0xffffffff8114ff60,CALL 0xffffffff8114ff60,direct call
do_proc_dointvec_userhz_jiffies_conv,0x5f,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
do_proc_dointvec_userhz_jiffies_conv,0x68,,RET,ret
do_proc_dointvec_userhz_jiffies_conv,0x71,ctx->r8,"MOV byte ptr [R8],DL",write other [TODO]
do_proc_dointvec_userhz_jiffies_conv,0x74,0xffffffff8114ff60,CALL 0xffffffff8114ff60,direct call
do_proc_dointvec_userhz_jiffies_conv,0x79,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
do_proc_dointvec_ms_jiffies_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_ms_jiffies_conv,0x25,0xffffffff8114fe70,CALL 0xffffffff8114fe70,direct call
do_proc_dointvec_ms_jiffies_conv,0x3b,ctx->r12,"MOV dword ptr [R12],EDX",write other [TODO]
do_proc_dointvec_ms_jiffies_conv,0x45,,RET,ret
do_proc_dointvec_ms_jiffies_conv,0x58,ctx->rdi,"MOV byte ptr [RDI],DL",write other [TODO]
do_proc_dointvec_ms_jiffies_conv,0x5d,0xffffffff8114fd40,CALL 0xffffffff8114fd40,direct call
do_proc_dointvec_ms_jiffies_conv,0x64,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
do_proc_dointvec_ms_jiffies_conv,0x6d,,RET,ret
do_proc_dointvec_jiffies_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_jiffies_conv,0x2b,ctx->rdx,"MOV dword ptr [RDX],ECX",write other [TODO]
do_proc_dointvec_jiffies_conv,0x2e,,RET,ret
do_proc_dointvec_jiffies_conv,0x45,ctx->rdi,"MOV byte ptr [RDI],CL",write other [TODO]
do_proc_dointvec_jiffies_conv,0x51,ctx->rsi,"MOV qword ptr [RSI],RDX",write other [TODO]
do_proc_dointvec_jiffies_conv,0x54,,RET,ret
do_proc_dointvec_jiffies_conv,0x67,ctx->rdx,"MOV dword ptr [RDX],ECX",write other [TODO]
do_proc_dointvec_jiffies_conv,0x6a,,RET,ret
do_proc_dointvec_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_conv,0x22,ctx->rdx,"MOV dword ptr [RDX],EAX",write other [TODO]
do_proc_dointvec_conv,0x26,,RET,ret
do_proc_dointvec_conv,0x2e,ctx->rdi,"MOV byte ptr [RDI],0x0",write other [TODO]
do_proc_dointvec_conv,0x32,ctx->rsi,"MOV qword ptr [RSI],RAX",write other [TODO]
do_proc_dointvec_conv,0x37,,RET,ret
do_proc_dointvec_conv,0x40,ctx->rdx,"MOV dword ptr [RDX],EAX",write other [TODO]
do_proc_dointvec_conv,0x45,,RET,ret
do_proc_dointvec_conv,0x49,ctx->rdi,"MOV byte ptr [RDI],0x1",write other [TODO]
do_proc_dointvec_conv,0x4d,ctx->rsi,"MOV qword ptr [RSI],RAX",write other [TODO]
do_proc_dointvec_conv,0x52,,RET,ret
do_proc_dointvec_conv,0x59,,RET,ret
do_proc_dointvec_minmax_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_minmax_conv,0x36,ctx->rdx,"MOV dword ptr [RDX],EAX",write other [TODO]
do_proc_dointvec_minmax_conv,0x3b,,RET,ret
do_proc_dointvec_minmax_conv,0x51,ctx->rdi,"MOV byte ptr [RDI],0x0",write other [TODO]
do_proc_dointvec_minmax_conv,0x55,ctx->rsi,"MOV qword ptr [RSI],RAX",write other [TODO]
do_proc_dointvec_minmax_conv,0x5a,,RET,ret
do_proc_dointvec_minmax_conv,0x5e,ctx->rdi,"MOV byte ptr [RDI],0x1",write other [TODO]
do_proc_dointvec_minmax_conv,0x62,ctx->rsi,"MOV qword ptr [RSI],RAX",write other [TODO]
do_proc_dointvec_minmax_conv,0x67,,RET,ret
do_proc_dointvec_minmax_conv,0x6e,,RET,ret
do_proc_dointvec_ms_jiffies_minmax_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dointvec_ms_jiffies_minmax_conv,0x2b,0xffffffff8114fe70,CALL 0xffffffff8114fe70,direct call
do_proc_dointvec_ms_jiffies_minmax_conv,0x58,ctx->r12,"MOV dword ptr [R12],EAX",write other [TODO]
do_proc_dointvec_ms_jiffies_minmax_conv,0x68,,RET,ret
do_proc_dointvec_ms_jiffies_minmax_conv,0x7a,ctx->rax,"MOV byte ptr [RAX],DL",write other [TODO]
do_proc_dointvec_ms_jiffies_minmax_conv,0x7c,0xffffffff8114fd40,CALL 0xffffffff8114fd40,direct call
do_proc_dointvec_ms_jiffies_minmax_conv,0x86,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
do_proc_dointvec_ms_jiffies_minmax_conv,0x92,,RET,ret
proc_do_large_bitmap,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_do_large_bitmap,0x1d,ctx->rbp - 0x78,"MOV qword ptr [RBP + -0x78],RCX",write stack
proc_do_large_bitmap,0x25,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RDX",write stack
proc_do_large_bitmap,0x2c,ctx->rbp - 0x80,"MOV qword ptr [RBP + -0x80],R8",write stack
proc_do_large_bitmap,0x39,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RDX",write stack
proc_do_large_bitmap,0x43,ctx->wordctx->ptrctx->rbp - 0x33,"MOV word ptr [RBP + -0x33],SI",write stack
proc_do_large_bitmap,0x47,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RCX",write stack
proc_do_large_bitmap,0x53,ctx->rbp - 0x84,"MOV dword ptr [RBP + -0x84],R13D",write stack
proc_do_large_bitmap,0x5a,ctx->wordctx->ptrctx->rbp - 0x36,"MOV word ptr [RBP + -0x36],DX",write stack
proc_do_large_bitmap,0x61,ctx->rbp - 0x34,"MOV byte ptr [RBP + -0x34],0xa",write stack
proc_do_large_bitmap,0x6b,ctx->rbp - 0x31,"MOV byte ptr [RBP + -0x31],0x0",write stack
proc_do_large_bitmap,0x85,ctx->rax,"MOV qword ptr [RAX],0x0",write other [TODO]
proc_do_large_bitmap,0xaf,,RET,ret
proc_do_large_bitmap,0xbe,ctx->rbp - 0x98,"MOV qword ptr [RBP + -0x98],0x0",write stack
proc_do_large_bitmap,0xcd,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],R12",write stack
proc_do_large_bitmap,0xe1,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],0xfff",write stack
proc_do_large_bitmap,0xe9,ctx->rbp - 0x98,"MOV qword ptr [RBP + -0x98],RAX",write stack
proc_do_large_bitmap,0xfb,ctx->rbp - 0x85,"MOV byte ptr [RBP + -0x85],DL",write stack
proc_do_large_bitmap,0x101,ctx->rbp - 0x90,"MOV qword ptr [RBP + -0x90],R9",write stack
proc_do_large_bitmap,0x108,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R10",write stack
proc_do_large_bitmap,0x10c,0xffffffff815faa40,CALL 0xffffffff815faa40,direct call
proc_do_large_bitmap,0x174,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],R9",write stack
proc_do_large_bitmap,0x180,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RBX",write stack
proc_do_large_bitmap,0x18d,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R13",write stack
proc_do_large_bitmap,0x199,ctx->rbp - 0xa0,"MOV qword ptr [RBP + -0xa0],R14",write stack
proc_do_large_bitmap,0x1c2,0xffffffff810aede0,CALL 0xffffffff810aede0,direct call
proc_do_large_bitmap,0x202,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R11",write stack
proc_do_large_bitmap,0x214,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RDX",write stack
proc_do_large_bitmap,0x235,0xffffffff815f9db0,CALL 0xffffffff815f9db0,direct call
proc_do_large_bitmap,0x27e,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],R14",write stack
proc_do_large_bitmap,0x287,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RBX",write stack
proc_do_large_bitmap,0x2c2,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
proc_do_large_bitmap,0x2dd,0xffffffff81602030,CALL 0xffffffff81602030,direct call
proc_do_large_bitmap,0x2ff,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RAX",write stack
proc_do_large_bitmap,0x303,ctx->rdx,"MOV byte ptr [RDX],0x2c",write other [TODO]
proc_do_large_bitmap,0x30a,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RDX",write stack
proc_do_large_bitmap,0x317,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R8",write stack
proc_do_large_bitmap,0x31f,0xffffffff810aeae0,CALL 0xffffffff810aeae0,direct call
proc_do_large_bitmap,0x33e,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RAX",write stack
proc_do_large_bitmap,0x342,ctx->rdx,"MOV byte ptr [RDX],0x2d",write other [TODO]
proc_do_large_bitmap,0x349,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RDX",write stack
proc_do_large_bitmap,0x35a,0xffffffff810aeae0,CALL 0xffffffff810aeae0,direct call
proc_do_large_bitmap,0x379,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],RCX",write stack
proc_do_large_bitmap,0x384,ctx->rdi,"MOV qword ptr [RDI],RDX",write other [TODO]
proc_do_large_bitmap,0x38f,ctx->rbp - 0x70,"MOV dword ptr [RBP + -0x70],EAX",write stack
proc_do_large_bitmap,0x392,0xffffffff815fa2d0,CALL 0xffffffff815fa2d0,direct call
proc_do_large_bitmap,0x39f,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RAX",write stack
proc_do_large_bitmap,0x3a3,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RBX",write stack
proc_do_large_bitmap,0x3b4,ctx->rbp - 0x90,"MOV qword ptr [RBP + -0x90],R11",write stack
proc_do_large_bitmap,0x3cb,0xffffffff810aede0,CALL 0xffffffff810aede0,direct call
proc_do_large_bitmap,0x41e,0xffffffff815f9db0,CALL 0xffffffff815f9db0,direct call
proc_do_large_bitmap,0x42c,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RBX",write stack
proc_do_large_bitmap,0x43b,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],R13",write stack
proc_do_large_bitmap,0x45c,ctx->rdx,"MOV byte ptr [RDX],0xa",write other [TODO]
proc_do_large_bitmap,0x47c,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RBX",write stack
proc_do_large_bitmap,0x4a1,0xffffffff815f9bd0,CALL 0xffffffff815f9bd0,direct call
proc_do_large_bitmap,0x4c7,0xffffffff81d03bf0,CALL 0xffffffff81d03bf0,direct call
proc_do_large_bitmap,0x4e7,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
__do_proc_douintvec,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__do_proc_douintvec,0x2c,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RDX",write stack
__do_proc_douintvec,0x94,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],R9",write stack
__do_proc_douintvec,0xa0,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],R8",write stack
__do_proc_douintvec,0xa8,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],R10",write stack
__do_proc_douintvec,0xac,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],R10",write stack
__do_proc_douintvec,0xb0,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RBX",write stack
__do_proc_douintvec,0xb4,ctx->r13,CALL R13,in-direct call
__do_proc_douintvec,0xc1,ctx->rbp - 0x6c,"MOV dword ptr [RBP + -0x6c],EAX",write stack
__do_proc_douintvec,0xdc,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],R9",write stack
__do_proc_douintvec,0xe0,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],R8",write stack
__do_proc_douintvec,0xe4,0xffffffff810aeae0,CALL 0xffffffff810aeae0,direct call
__do_proc_douintvec,0x105,ctx->rdx,"MOV byte ptr [RDX],0xa",write other [TODO]
__do_proc_douintvec,0x10e,ctx->r8,"MOV qword ptr [R8],RDX",write other [TODO]
__do_proc_douintvec,0x116,ctx->r8,"MOV qword ptr [R8],0x0",write other [TODO]
__do_proc_douintvec,0x140,,RET,ret
__do_proc_douintvec,0x141,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],R9",write stack
__do_proc_douintvec,0x145,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],R8",write stack
__do_proc_douintvec,0x149,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RBX",write stack
__do_proc_douintvec,0x14d,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R10",write stack
__do_proc_douintvec,0x156,ctx->rbp - 0x6c,"MOV byte ptr [RBP + -0x6c],DL",write stack
__do_proc_douintvec,0x159,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],R10",write stack
__do_proc_douintvec,0x15d,0xffffffff810aec10,CALL 0xffffffff810aec10,direct call
__do_proc_douintvec,0x1b2,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R15",write stack
__do_proc_douintvec,0x1b6,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
__do_proc_douintvec,0x1d4,0xffffffff810aede0,CALL 0xffffffff810aede0,direct call
__do_proc_douintvec,0x1f2,ctx->r13,CALL R13,in-direct call
__do_proc_douintvec,0x22d,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0xfff",write stack
__do_proc_douintvec,0x257,ctx->r8,"MOV qword ptr [R8],0x0",write other [TODO]
__do_proc_douintvec,0x272,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
proc_douintvec,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_douintvec,0x27,0xffffffff810af790,CALL 0xffffffff810af790,direct call
proc_douintvec,0x31,,RET,ret
proc_douintvec_minmax,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_douintvec_minmax,0x29,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RAX",write stack
proc_douintvec_minmax,0x31,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
proc_douintvec_minmax,0x3d,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RAX",write stack
proc_douintvec_minmax,0x4b,0xffffffff810af790,CALL 0xffffffff810af790,direct call
proc_douintvec_minmax,0x64,,RET,ret
proc_douintvec_minmax,0x65,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
proc_dou8vec_minmax,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_dou8vec_minmax,0x23,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RCX",write stack
proc_dou8vec_minmax,0x31,ctx->rbp - 0x74,"MOV dword ptr [RBP + -0x74],0x0",write stack
proc_dou8vec_minmax,0x38,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RCX",write stack
proc_dou8vec_minmax,0x40,ctx->rbp - 0x70,"MOV dword ptr [RBP + -0x70],0xff",write stack
proc_dou8vec_minmax,0x47,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RCX",write stack
proc_dou8vec_minmax,0x64,ctx->rbp - 0x74,"MOV dword ptr [RBP + -0x74],ECX",write stack
proc_dou8vec_minmax,0x7e,ctx->rbp - 0x70,"MOV dword ptr [RBP + -0x70],ECX",write stack
proc_dou8vec_minmax,0x9d,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RDI",write stack
proc_dou8vec_minmax,0xa1,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RCX",write stack
proc_dou8vec_minmax,0xa9,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RCX",write stack
proc_dou8vec_minmax,0xb1,ctx->rbp - 0x48,"MOV dword ptr [RBP + -0x48],0x4",write stack
proc_dou8vec_minmax,0xb8,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RCX",write stack
proc_dou8vec_minmax,0xc0,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RCX",write stack
proc_dou8vec_minmax,0xc8,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RCX",write stack
proc_dou8vec_minmax,0xd4,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RCX",write stack
proc_dou8vec_minmax,0xdb,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
proc_dou8vec_minmax,0xe4,ctx->rbp - 0x6c,"MOV dword ptr [RBP + -0x6c],EAX",write stack
proc_dou8vec_minmax,0xf1,0xffffffff810af790,CALL 0xffffffff810af790,direct call
proc_dou8vec_minmax,0x117,,RET,ret
proc_dou8vec_minmax,0x11b,ctx->r12,"MOV byte ptr [R12],DL",write other [TODO]
proc_dou8vec_minmax,0x128,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
__do_proc_doulongvec_minmax,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__do_proc_doulongvec_minmax,0x19,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RCX",write stack
__do_proc_doulongvec_minmax,0x1d,ctx->rbp - 0x78,"MOV qword ptr [RBP + -0x78],R9",write stack
__do_proc_doulongvec_minmax,0x2a,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
__do_proc_doulongvec_minmax,0x66,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RCX",write stack
__do_proc_doulongvec_minmax,0x6e,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RAX",write stack
__do_proc_doulongvec_minmax,0x76,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],RAX",write stack
__do_proc_doulongvec_minmax,0x8e,ctx->rbp - 0x80,"MOV qword ptr [RBP + -0x80],R14",write stack
__do_proc_doulongvec_minmax,0xce,0xffffffff810aeae0,CALL 0xffffffff810aeae0,direct call
__do_proc_doulongvec_minmax,0x13e,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R15",write stack
__do_proc_doulongvec_minmax,0x142,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x151,ctx->rbp - 0x60,"MOV dword ptr [RBP + -0x60],R11D",write stack
__do_proc_doulongvec_minmax,0x164,0xffffffff810aede0,CALL 0xffffffff810aede0,direct call
__do_proc_doulongvec_minmax,0x191,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
__do_proc_doulongvec_minmax,0x1b5,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
__do_proc_doulongvec_minmax,0x1bd,ctx->r14,"MOV qword ptr [R14],0x0",write other [TODO]
__do_proc_doulongvec_minmax,0x1e7,,RET,ret
__do_proc_doulongvec_minmax,0x1f3,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RCX",write stack
__do_proc_doulongvec_minmax,0x1fb,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RCX",write stack
__do_proc_doulongvec_minmax,0x1ff,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RAX",write stack
__do_proc_doulongvec_minmax,0x207,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],RAX",write stack
__do_proc_doulongvec_minmax,0x20b,0xffffffff810aec10,CALL 0xffffffff810aec10,direct call
__do_proc_doulongvec_minmax,0x22d,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0xfff",write stack
__do_proc_doulongvec_minmax,0x23a,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x24b,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RCX",write stack
__do_proc_doulongvec_minmax,0x24f,ctx->rdx,"MOV byte ptr [RDX],0x9",write other [TODO]
__do_proc_doulongvec_minmax,0x256,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RDX",write stack
__do_proc_doulongvec_minmax,0x25f,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R15",write stack
__do_proc_doulongvec_minmax,0x26a,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x2b7,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R8",write stack
__do_proc_doulongvec_minmax,0x2bb,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x2d9,ctx->r14,"MOV qword ptr [R14],RDX",write other [TODO]
__do_proc_doulongvec_minmax,0x328,ctx->rax,"MOV byte ptr [RAX],0xa",write other [TODO]
__do_proc_doulongvec_minmax,0x340,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x350,ctx->rbp - 0x88,"MOV qword ptr [RBP + -0x88],R8",write stack
__do_proc_doulongvec_minmax,0x357,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R8",write stack
__do_proc_doulongvec_minmax,0x35b,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
__do_proc_doulongvec_minmax,0x37a,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
proc_doulongvec_minmax,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_doulongvec_minmax,0x24,0xffffffff810afbf0,CALL 0xffffffff810afbf0,direct call
proc_doulongvec_minmax,0x2e,,RET,ret
proc_doulongvec_ms_jiffies_minmax,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_doulongvec_ms_jiffies_minmax,0x2a,0xffffffff810afbf0,CALL 0xffffffff810afbf0,direct call
proc_doulongvec_ms_jiffies_minmax,0x34,,RET,ret
proc_taint,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_taint,0x2e,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
proc_taint,0x34,0xffffffff810a5100,CALL 0xffffffff810a5100,direct call
proc_taint,0x39,ctx->rbp - 0x78,"MOV qword ptr [RBP + -0x78],RAX",write stack
proc_taint,0x4b,0xffffffff810b1140,CALL 0xffffffff810b1140,direct call
proc_taint,0x6f,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RDI",write stack
proc_taint,0x73,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],RAX",write stack
proc_taint,0x7b,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RAX",write stack
proc_taint,0x83,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RAX",write stack
proc_taint,0x8b,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RAX",write stack
proc_taint,0x93,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RAX",write stack
proc_taint,0x9b,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
proc_taint,0xa7,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
proc_taint,0xab,0xffffffff810afbf0,CALL 0xffffffff810afbf0,direct call
